v8-version,7,9,218,0,0
shared-library,/home/yankun/workspace/rust/deno/target/debug/deno,0x563e7043c000,0x563e74820000,0
shared-library,/lib/x86_64-linux-gnu/libm-2.27.so,0x7f48107b6000,0x7f4810953000,0
shared-library,/lib/x86_64-linux-gnu/libc-2.27.so,0x7f4810b54000,0x7f4810d3b000,0
shared-library,/lib/x86_64-linux-gnu/libgcc_s.so.1,0x7f4810f45000,0x7f4810f5c000,0
shared-library,/lib/x86_64-linux-gnu/libpthread-2.27.so,0x7f481115d000,0x7f4811177000,0
shared-library,/lib/x86_64-linux-gnu/librt.so,0x7f481137c000,0x7f4811383000,0
shared-library,/lib/x86_64-linux-gnu/libdl-2.27.so,0x7f4811584000,0x7f4811587000,0
shared-library,/lib/x86_64-linux-gnu/ld-2.27.so,0x7f4811788000,0x7f48117af000,0
shared-library,[vdso],0x7fff303b9000,0x7fff303bb000,0
shared-library,[vsyscall],0xffffffffff600000,0xffffffffff601000,0
profiler,begin,1000
tick,0x7f4810c63d19,553,0,0x0,6
tick,0x563e71cfcb49,1608,0,0x0,6
tick,0x563e71c934f9,2686,0,0x0,6
code-source-info,0x78e87f4f5ee,28,0,31920,C121O0C124O0C145O0C148O31920C152O133C157O120C163O125C169O359C171O359C174O390C176O390C181O31920,,
timer-event-end,V8.CompileMicroSeconds,69352
timer-event-end,V8.CompileCode,69356
timer-event-end,V8.CompileScriptMicroSeconds,69362
timer-event-start,V8.CompileScriptMicroSeconds,69758
timer-event-start,V8.CompileCode,69803
timer-event-start,V8.CompileMicroSeconds,70110
code-creation,Script,12,70169,0x78e87f50196,173, file:///home/yankun/workspace/rust/deno/std/fs/path/posix.ts:1:1,0x78e87f4fca0,~
script-source,29,file:///home/yankun/workspace/rust/deno/std/fs/path/posix.ts,// Copyright the Browserify authors. MIT License.\n// Ported from https://github.com/browserify/path-browserify/\nconst { cwd } = Deno;\nimport { CHAR_DOT\x2C CHAR_FORWARD_SLASH } from "./constants.ts";\nimport { assertPath\x2C normalizeString\x2C isPosixPathSeparator\x2C _format } from "./utils.ts";\nexport const sep = "/";\nexport const delimiter = ":";\n// path.resolve([from ...]\x2C to)\nexport function resolve(...pathSegments) {\n    let resolvedPath = "";\n    let resolvedAbsolute = false;\n    for (let i = pathSegments.length - 1; i >= -1 && !resolvedAbsolute; i--) {\n        let path;\n        if (i >= 0)\n            path = pathSegments[i];\n        else\n            path = cwd();\n        assertPath(path);\n        // Skip empty entries\n        if (path.length === 0) {\n            continue;\n        }\n        resolvedPath = `${path}/${resolvedPath}`;\n        resolvedAbsolute = path.charCodeAt(0) === CHAR_FORWARD_SLASH;\n    }\n    // At this point the path should be resolved to a full absolute path\x2C but\n    // handle relative paths to be safe (might happen when process.cwd() fails)\n    // Normalize the path\n    resolvedPath = normalizeString(resolvedPath\x2C !resolvedAbsolute\x2C "/"\x2C isPosixPathSeparator);\n    if (resolvedAbsolute) {\n        if (resolvedPath.length > 0)\n            return `/${resolvedPath}`;\n        else\n            return "/";\n    }\n    else if (resolvedPath.length > 0)\n        return resolvedPath;\n    else\n        return ".";\n}\nexport function normalize(path) {\n    assertPath(path);\n    if (path.length === 0)\n        return ".";\n    const isAbsolute = path.charCodeAt(0) === CHAR_FORWARD_SLASH;\n    const trailingSeparator = path.charCodeAt(path.length - 1) === CHAR_FORWARD_SLASH;\n    // Normalize the path\n    path = normalizeString(path\x2C !isAbsolute\x2C "/"\x2C isPosixPathSeparator);\n    if (path.length === 0 && !isAbsolute)\n        path = ".";\n    if (path.length > 0 && trailingSeparator)\n        path += "/";\n    if (isAbsolute)\n        return `/${path}`;\n    return path;\n}\nexport function isAbsolute(path) {\n    assertPath(path);\n    return path.length > 0 && path.charCodeAt(0) === CHAR_FORWARD_SLASH;\n}\nexport function join(...paths) {\n    if (paths.length === 0)\n        return ".";\n    let joined;\n    for (let i = 0\x2C len = paths.length; i < len; ++i) {\n        const path = paths[i];\n        assertPath(path);\n        if (path.length > 0) {\n            if (!joined)\n                joined = path;\n            else\n                joined += `/${path}`;\n        }\n    }\n    if (!joined)\n        return ".";\n    return normalize(joined);\n}\nexport function relative(from\x2C to) {\n    assertPath(from);\n    assertPath(to);\n    if (from === to)\n        return "";\n    from = resolve(from);\n    to = resolve(to);\n    if (from === to)\n        return "";\n    // Trim any leading backslashes\n    let fromStart = 1;\n    const fromEnd = from.length;\n    for (; fromStart < fromEnd; ++fromStart) {\n        if (from.charCodeAt(fromStart) !== CHAR_FORWARD_SLASH)\n            break;\n    }\n    const fromLen = fromEnd - fromStart;\n    // Trim any leading backslashes\n    let toStart = 1;\n    const toEnd = to.length;\n    for (; toStart < toEnd; ++toStart) {\n        if (to.charCodeAt(toStart) !== CHAR_FORWARD_SLASH)\n            break;\n    }\n    const toLen = toEnd - toStart;\n    // Compare paths to find the longest common path from root\n    const length = fromLen < toLen ? fromLen : toLen;\n    let lastCommonSep = -1;\n    let i = 0;\n    for (; i <= length; ++i) {\n        if (i === length) {\n            if (toLen > length) {\n                if (to.charCodeAt(toStart + i) === CHAR_FORWARD_SLASH) {\n                    // We get here if `from` is the exact base path for `to`.\n                    // For example: from='/foo/bar'; to='/foo/bar/baz'\n                    return to.slice(toStart + i + 1);\n                }\n                else if (i === 0) {\n                    // We get here if `from` is the root\n                    // For example: from='/'; to='/foo'\n                    return to.slice(toStart + i);\n                }\n            }\n            else if (fromLen > length) {\n                if (from.charCodeAt(fromStart + i) === CHAR_FORWARD_SLASH) {\n                    // We get here if `to` is the exact base path for `from`.\n                    // For example: from='/foo/bar/baz'; to='/foo/bar'\n                    lastCommonSep = i;\n                }\n                else if (i === 0) {\n                    // We get here if `to` is the root.\n                    // For example: from='/foo'; to='/'\n                    lastCommonSep = 0;\n                }\n            }\n            break;\n        }\n        const fromCode = from.charCodeAt(fromStart + i);\n        const toCode = to.charCodeAt(toStart + i);\n        if (fromCode !== toCode)\n            break;\n        else if (fromCode === CHAR_FORWARD_SLASH)\n            lastCommonSep = i;\n    }\n    let out = "";\n    // Generate the relative path based on the path difference between `to`\n    // and `from`\n    for (i = fromStart + lastCommonSep + 1; i <= fromEnd; ++i) {\n        if (i === fromEnd || from.charCodeAt(i) === CHAR_FORWARD_SLASH) {\n            if (out.length === 0)\n                out += "..";\n            else\n                out += "/..";\n        }\n    }\n    // Lastly\x2C append the rest of the destination (`to`) path that comes after\n    // the common path parts\n    if (out.length > 0)\n        return out + to.slice(toStart + lastCommonSep);\n    else {\n        toStart += lastCommonSep;\n        if (to.charCodeAt(toStart) === CHAR_FORWARD_SLASH)\n            ++toStart;\n        return to.slice(toStart);\n    }\n}\nexport function toNamespacedPath(path) {\n    // Non-op on posix systems\n    return path;\n}\nexport function dirname(path) {\n    assertPath(path);\n    if (path.length === 0)\n        return ".";\n    const hasRoot = path.charCodeAt(0) === CHAR_FORWARD_SLASH;\n    let end = -1;\n    let matchedSlash = true;\n    for (let i = path.length - 1; i >= 1; --i) {\n        if (path.charCodeAt(i) === CHAR_FORWARD_SLASH) {\n            if (!matchedSlash) {\n                end = i;\n                break;\n            }\n        }\n        else {\n            // We saw the first non-path separator\n            matchedSlash = false;\n        }\n    }\n    if (end === -1)\n        return hasRoot ? "/" : ".";\n    if (hasRoot && end === 1)\n        return "//";\n    return path.slice(0\x2C end);\n}\nexport function basename(path\x2C ext = "") {\n    if (ext !== undefined && typeof ext !== "string")\n        throw new TypeError('"ext" argument must be a string');\n    assertPath(path);\n    let start = 0;\n    let end = -1;\n    let matchedSlash = true;\n    let i;\n    if (ext !== undefined && ext.length > 0 && ext.length <= path.length) {\n        if (ext.length === path.length && ext === path)\n            return "";\n        let extIdx = ext.length - 1;\n        let firstNonSlashEnd = -1;\n        for (i = path.length - 1; i >= 0; --i) {\n            const code = path.charCodeAt(i);\n            if (code === CHAR_FORWARD_SLASH) {\n                // If we reached a path separator that was not part of a set of path\n                // separators at the end of the string\x2C stop now\n                if (!matchedSlash) {\n                    start = i + 1;\n                    break;\n                }\n            }\n            else {\n                if (firstNonSlashEnd === -1) {\n                    // We saw the first non-path separator\x2C remember this index in case\n                    // we need it if the extension ends up not matching\n                    matchedSlash = false;\n                    firstNonSlashEnd = i + 1;\n                }\n                if (extIdx >= 0) {\n                    // Try to match the explicit extension\n                    if (code === ext.charCodeAt(extIdx)) {\n                        if (--extIdx === -1) {\n                            // We matched the extension\x2C so mark this as the end of our path\n                            // component\n                            end = i;\n                        }\n                    }\n                    else {\n                        // Extension does not match\x2C so our result is the entire path\n                        // component\n                        extIdx = -1;\n                        end = firstNonSlashEnd;\n                    }\n                }\n            }\n        }\n        if (start === end)\n            end = firstNonSlashEnd;\n        else if (end === -1)\n            end = path.length;\n        return path.slice(start\x2C end);\n    }\n    else {\n        for (i = path.length - 1; i >= 0; --i) {\n            if (path.charCodeAt(i) === CHAR_FORWARD_SLASH) {\n                // If we reached a path separator that was not part of a set of path\n                // separators at the end of the string\x2C stop now\n                if (!matchedSlash) {\n                    start = i + 1;\n                    break;\n                }\n            }\n            else if (end === -1) {\n                // We saw the first non-path separator\x2C mark this as the end of our\n                // path component\n                matchedSlash = false;\n                end = i + 1;\n            }\n        }\n        if (end === -1)\n            return "";\n        return path.slice(start\x2C end);\n    }\n}\nexport function extname(path) {\n    assertPath(path);\n    let startDot = -1;\n    let startPart = 0;\n    let end = -1;\n    let matchedSlash = true;\n    // Track the state of characters (if any) we see before our first dot and\n    // after any path separator we find\n    let preDotState = 0;\n    for (let i = path.length - 1; i >= 0; --i) {\n        const code = path.charCodeAt(i);\n        if (code === CHAR_FORWARD_SLASH) {\n            // If we reached a path separator that was not part of a set of path\n            // separators at the end of the string\x2C stop now\n            if (!matchedSlash) {\n                startPart = i + 1;\n                break;\n            }\n            continue;\n        }\n        if (end === -1) {\n            // We saw the first non-path separator\x2C mark this as the end of our\n            // extension\n            matchedSlash = false;\n            end = i + 1;\n        }\n        if (code === CHAR_DOT) {\n            // If this is our first dot\x2C mark it as the start of our extension\n            if (startDot === -1)\n                startDot = i;\n            else if (preDotState !== 1)\n                preDotState = 1;\n        }\n        else if (startDot !== -1) {\n            // We saw a non-dot and non-path separator before our dot\x2C so we should\n            // have a good chance at having a non-empty extension\n            preDotState = -1;\n        }\n    }\n    if (startDot === -1 ||\n        end === -1 ||\n        // We saw a non-dot character immediately before the dot\n        preDotState === 0 ||\n        // The (right-most) trimmed path component is exactly '..'\n        (preDotState === 1 && startDot === end - 1 && startDot === startPart + 1)) {\n        return "";\n    }\n    return path.slice(startDot\x2C end);\n}\nexport function format(pathObject) {\n    /* eslint-disable max-len */\n    if (pathObject === null || typeof pathObject !== "object") {\n        throw new TypeError(`The "pathObject" argument must be of type Object. Received type ${typeof pathObject}`);\n    }\n    return _format("/"\x2C pathObject);\n}\nexport function parse(path) {\n    assertPath(path);\n    const ret = { root: ""\x2C dir: ""\x2C base: ""\x2C ext: ""\x2C name: "" };\n    if (path.length === 0)\n        return ret;\n    const isAbsolute = path.charCodeAt(0) === CHAR_FORWARD_SLASH;\n    let start;\n    if (isAbsolute) {\n        ret.root = "/";\n        start = 1;\n    }\n    else {\n        start = 0;\n    }\n    let startDot = -1;\n    let startPart = 0;\n    let end = -1;\n    let matchedSlash = true;\n    let i = path.length - 1;\n    // Track the state of characters (if any) we see before our first dot and\n    // after any path separator we find\n    let preDotState = 0;\n    // Get non-dir info\n    for (; i >= start; --i) {\n        const code = path.charCodeAt(i);\n        if (code === CHAR_FORWARD_SLASH) {\n            // If we reached a path separator that was not part of a set of path\n            // separators at the end of the string\x2C stop now\n            if (!matchedSlash) {\n                startPart = i + 1;\n                break;\n            }\n            continue;\n        }\n        if (end === -1) {\n            // We saw the first non-path separator\x2C mark this as the end of our\n            // extension\n            matchedSlash = false;\n            end = i + 1;\n        }\n        if (code === CHAR_DOT) {\n            // If this is our first dot\x2C mark it as the start of our extension\n            if (startDot === -1)\n                startDot = i;\n            else if (preDotState !== 1)\n                preDotState = 1;\n        }\n        else if (startDot !== -1) {\n            // We saw a non-dot and non-path separator before our dot\x2C so we should\n            // have a good chance at having a non-empty extension\n            preDotState = -1;\n        }\n    }\n    if (startDot === -1 ||\n        end === -1 ||\n        // We saw a non-dot character immediately before the dot\n        preDotState === 0 ||\n        // The (right-most) trimmed path component is exactly '..'\n        (preDotState === 1 && startDot === end - 1 && startDot === startPart + 1)) {\n        if (end !== -1) {\n            if (startPart === 0 && isAbsolute) {\n                ret.base = ret.name = path.slice(1\x2C end);\n            }\n            else {\n                ret.base = ret.name = path.slice(startPart\x2C end);\n            }\n        }\n    }\n    else {\n        if (startPart === 0 && isAbsolute) {\n            ret.name = path.slice(1\x2C startDot);\n            ret.base = path.slice(1\x2C end);\n        }\n        else {\n            ret.name = path.slice(startPart\x2C startDot);\n            ret.base = path.slice(startPart\x2C end);\n        }\n        ret.ext = path.slice(startDot\x2C end);\n    }\n    if (startPart > 0)\n        ret.dir = path.slice(0\x2C startPart - 1);\n    else if (isAbsolute)\n        ret.dir = "/";\n    return ret;\n}\n//# sourceMappingURL=posix.js.map
code-source-info,0x78e87f50196,29,0,14091,C118O0C121O0C142O0C145O14091C149O128C154O120C160O305C162O305C165O335C167O335C172O14091,,
timer-event-end,V8.CompileMicroSeconds,70930
timer-event-end,V8.CompileCode,70933
timer-event-end,V8.CompileScriptMicroSeconds,70939
timer-event-start,V8.CompileScriptMicroSeconds,71273
timer-event-start,V8.CompileCode,71290
timer-event-start,V8.CompileMicroSeconds,71361
code-creation,Script,12,71433,0x78e87f50ea6,507, file:///home/yankun/workspace/rust/deno/std/fs/path/constants.ts:1:1,0x78e87f50da0,~
script-source,30,file:///home/yankun/workspace/rust/deno/std/fs/path/constants.ts,// Copyright the Browserify authors. MIT License.\n// Ported from https://github.com/browserify/path-browserify/\nconst { build } = Deno;\n// Alphabet chars.\nexport const CHAR_UPPERCASE_A = 65; /* A */\nexport const CHAR_LOWERCASE_A = 97; /* a */\nexport const CHAR_UPPERCASE_Z = 90; /* Z */\nexport const CHAR_LOWERCASE_Z = 122; /* z */\n// Non-alphabetic chars.\nexport const CHAR_DOT = 46; /* . */\nexport const CHAR_FORWARD_SLASH = 47; /* / */\nexport const CHAR_BACKWARD_SLASH = 92; /* \\ */\nexport const CHAR_VERTICAL_LINE = 124; /* | */\nexport const CHAR_COLON = 58; /* : */\nexport const CHAR_QUESTION_MARK = 63; /* ? */\nexport const CHAR_UNDERSCORE = 95; /* _ */\nexport const CHAR_LINE_FEED = 10; /* \\n */\nexport const CHAR_CARRIAGE_RETURN = 13; /* \\r */\nexport const CHAR_TAB = 9; /* \\t */\nexport const CHAR_FORM_FEED = 12; /* \\f */\nexport const CHAR_EXCLAMATION_MARK = 33; /* ! */\nexport const CHAR_HASH = 35; /* # */\nexport const CHAR_SPACE = 32; /*   */\nexport const CHAR_NO_BREAK_SPACE = 160; /* \\u00A0 */\nexport const CHAR_ZERO_WIDTH_NOBREAK_SPACE = 65279; /* \\uFEFF */\nexport const CHAR_LEFT_SQUARE_BRACKET = 91; /* [ */\nexport const CHAR_RIGHT_SQUARE_BRACKET = 93; /* ] */\nexport const CHAR_LEFT_ANGLE_BRACKET = 60; /* < */\nexport const CHAR_RIGHT_ANGLE_BRACKET = 62; /* > */\nexport const CHAR_LEFT_CURLY_BRACKET = 123; /* { */\nexport const CHAR_RIGHT_CURLY_BRACKET = 125; /* } */\nexport const CHAR_HYPHEN_MINUS = 45; /* - */\nexport const CHAR_PLUS = 43; /* + */\nexport const CHAR_DOUBLE_QUOTE = 34; /* " */\nexport const CHAR_SINGLE_QUOTE = 39; /* ' */\nexport const CHAR_PERCENT = 37; /* % */\nexport const CHAR_SEMICOLON = 59; /* ; */\nexport const CHAR_CIRCUMFLEX_ACCENT = 94; /* ^ */\nexport const CHAR_GRAVE_ACCENT = 96; /* ` */\nexport const CHAR_AT = 64; /* @ */\nexport const CHAR_AMPERSAND = 38; /* & */\nexport const CHAR_EQUAL = 61; /* = */\n// Digits\nexport const CHAR_0 = 48; /* 0 */\nexport const CHAR_9 = 57; /* 9 */\nexport const isWindows = build.os === "win";\nexport const EOL = isWindows ? "\\r\\n" : "\\n";\nexport const SEP = isWindows ? "\\\\" : "/";\nexport const SEP_PATTERN = isWindows ? /[\\\\/]+/ : /\\/+/;\n//# sourceMappingURL=constants.js.map
code-source-info,0x78e87f50ea6,30,0,2156,C202O0C205O0C226O0C229O2156C233O130C238O120C244O187C246O187C249O231C251O231C254O275C256O275C259O319C261O319C264O381C266O381C269O427C271O427C274O474C276O474C279O520C281O520C284O559C286O559C289O605C291O605C294O648C296O648C299O690C301O690C304O739C306O739C309O776C311O776C314O818C316O818C319O868C321O868C324O905C326O905C329O943C331O943C334O990C338O990C341O1053C347O1053C350O1113C352O1113C355O1166C357O1166C360O1217C362O1217C365O1269C367O1269C370O1320C372O1320C375O1373C377O1373C380O1419C382O1419C385O1456C387O1456C390O1501C392O1501C395O1546C397O1546C400O1586C402O1586C405O1628C407O1628C410O1678C412O1678C415O1723C417O1723C420O1758C422O1758C425O1800C427O1800C430O1838C432O1838C435O1882C437O1882C440O1916C442O1916C445O1959C452O1962C455O1953C458O1992C469O1992C472O2038C483O2038C486O2089C501O2089C506O2156,,
timer-event-end,V8.CompileMicroSeconds,71666
timer-event-end,V8.CompileCode,71670
timer-event-end,V8.CompileScriptMicroSeconds,71675
timer-event-start,V8.CompileScriptMicroSeconds,71866
timer-event-start,V8.CompileCode,71886
timer-event-start,V8.CompileMicroSeconds,71991
code-creation,Script,12,72031,0x78e87f51a16,106, file:///home/yankun/workspace/rust/deno/std/fs/path/utils.ts:1:1,0x78e87f51720,~
script-source,31,file:///home/yankun/workspace/rust/deno/std/fs/path/utils.ts,// Copyright the Browserify authors. MIT License.\n// Ported from https://github.com/browserify/path-browserify/\nimport { CHAR_UPPERCASE_A\x2C CHAR_LOWERCASE_A\x2C CHAR_UPPERCASE_Z\x2C CHAR_LOWERCASE_Z\x2C CHAR_DOT\x2C CHAR_FORWARD_SLASH\x2C CHAR_BACKWARD_SLASH } from "./constants.ts";\nexport function assertPath(path) {\n    if (typeof path !== "string") {\n        throw new TypeError(`Path must be a string. Received ${JSON.stringify(path)}`);\n    }\n}\nexport function isPosixPathSeparator(code) {\n    return code === CHAR_FORWARD_SLASH;\n}\nexport function isPathSeparator(code) {\n    return isPosixPathSeparator(code) || code === CHAR_BACKWARD_SLASH;\n}\nexport function isWindowsDeviceRoot(code) {\n    return ((code >= CHAR_LOWERCASE_A && code <= CHAR_LOWERCASE_Z) ||\n        (code >= CHAR_UPPERCASE_A && code <= CHAR_UPPERCASE_Z));\n}\n// Resolves . and .. elements in a path with directory names\nexport function normalizeString(path\x2C allowAboveRoot\x2C separator\x2C isPathSeparator) {\n    let res = "";\n    let lastSegmentLength = 0;\n    let lastSlash = -1;\n    let dots = 0;\n    let code;\n    for (let i = 0\x2C len = path.length; i <= len; ++i) {\n        if (i < len)\n            code = path.charCodeAt(i);\n        else if (isPathSeparator(code))\n            break;\n        else\n            code = CHAR_FORWARD_SLASH;\n        if (isPathSeparator(code)) {\n            if (lastSlash === i - 1 || dots === 1) {\n                // NOOP\n            }\n            else if (lastSlash !== i - 1 && dots === 2) {\n                if (res.length < 2 ||\n                    lastSegmentLength !== 2 ||\n                    res.charCodeAt(res.length - 1) !== CHAR_DOT ||\n                    res.charCodeAt(res.length - 2) !== CHAR_DOT) {\n                    if (res.length > 2) {\n                        const lastSlashIndex = res.lastIndexOf(separator);\n                        if (lastSlashIndex === -1) {\n                            res = "";\n                            lastSegmentLength = 0;\n                        }\n                        else {\n                            res = res.slice(0\x2C lastSlashIndex);\n                            lastSegmentLength = res.length - 1 - res.lastIndexOf(separator);\n                        }\n                        lastSlash = i;\n                        dots = 0;\n                        continue;\n                    }\n                    else if (res.length === 2 || res.length === 1) {\n                        res = "";\n                        lastSegmentLength = 0;\n                        lastSlash = i;\n                        dots = 0;\n                        continue;\n                    }\n                }\n                if (allowAboveRoot) {\n                    if (res.length > 0)\n                        res += `${separator}..`;\n                    else\n                        res = "..";\n                    lastSegmentLength = 2;\n                }\n            }\n            else {\n                if (res.length > 0)\n                    res += separator + path.slice(lastSlash + 1\x2C i);\n                else\n                    res = path.slice(lastSlash + 1\x2C i);\n                lastSegmentLength = i - lastSlash - 1;\n            }\n            lastSlash = i;\n            dots = 0;\n        }\n        else if (code === CHAR_DOT && dots !== -1) {\n            ++dots;\n        }\n        else {\n            dots = -1;\n        }\n    }\n    return res;\n}\nexport function _format(sep\x2C pathObject) {\n    const dir = pathObject.dir || pathObject.root;\n    const base = pathObject.base || (pathObject.name || "") + (pathObject.ext || "");\n    if (!dir)\n        return base;\n    if (dir === pathObject.root)\n        return dir + base;\n    return dir + sep + base;\n}\n//# sourceMappingURL=utils.js.map
code-source-info,0x78e87f51a16,31,0,3709,C72O0C75O0C96O0C99O3709C105O3709,,
timer-event-end,V8.CompileMicroSeconds,72247
timer-event-end,V8.CompileCode,72250
timer-event-end,V8.CompileScriptMicroSeconds,72256
timer-event-start,V8.Execute,74507
timer-event-start,V8.Execute,74515
timer-event-start,V8.CompileCode,74722
code-creation,LazyCompile,12,74756,0x78e87f54e8e,16,charCode file:///home/yankun/workspace/rust/deno/std/io/util.ts:17:25,0x78e87f49638,~
code-source-info,0x78e87f54e8e,18,614,649,C0O614C1O633C10O633C15O647,,
timer-event-end,V8.CompileCode,74778
timer-event-start,V8.CompileCode,75359
code-creation,LazyCompile,12,75424,0x78e87f55466,260,serve file:///home/yankun/workspace/rust/deno/std/http/server.ts:335:22,0x78e87f42220,~
code-source-info,0x78e87f55466,12,12486,12700,C0O12486C1O12591C11O12591C18O12586C36O12568C78O12578C208O12624C222O12633C226O12649C231O12649C239O12624C245O12670C254O12677C259O12698,,
timer-event-end,V8.CompileCode,75457
timer-event-start,V8.CompileCode,75504
code-creation,LazyCompile,12,75559,0x78e87f557ae,104,listen /home/yankun/workspace/rust/deno/target/debug/build/deno_cli-9ccdd875259e6c52/out/CLI_SNAPSHOT.js:3780:20,0x281636bd9368,~
code-source-info,0x78e87f557ae,5,149716,150070,C0O149716C1O149761C11O149818C21O149858C25O149878C35O149896C49O149921C53O149957C63O149975C67O149878C75O150005C81O150033C87O150053C98O150012C103O150064,,
timer-event-end,V8.CompileCode,75599
timer-event-start,V8.CompileCode,76816
code-creation,LazyCompile,12,76854,0x78e87f55fae,21,ListenerImpl /home/yankun/workspace/rust/deno/target/debug/build/deno_cli-9ccdd875259e6c52/out/CLI_SNAPSHOT.js:3735:20,0x281636bd9128,~
code-source-info,0x78e87f55fae,5,148164,148311,C0O148164C1O148206C3O148215C7O148234C9O148249C13O148274C15O148289C20O148310,,
timer-event-end,V8.CompileCode,76882
timer-event-start,V8.CompileCode,76908
code-creation,LazyCompile,12,76934,0x78e87f5612e,14,Server file:///home/yankun/workspace/rust/deno/std/http/server.ts:262:16,0x78e87f42430,~
code-source-info,0x78e87f5612e,12,9967,10049,C0O9967C1O9988C3O10002C7O10022C8O10035C13O10048,,
timer-event-end,V8.CompileCode,76957
timer-event-start,V8.CompileCode,77062
code-creation,LazyCompile,12,77131,0x78e87f5646e,381,main file:///home/yankun/workspace/rust/deno/std/http/http_bench.ts:6:20,0x78e87f40f88,~
code-source-info,0x78e87f5646e,11,260,377,C16O260C20O269C25O277C37O291C52O277C57O329C115O322C183O305C184O322C187O351C201O361C207O351C352O376C380O376,,
timer-event-end,V8.CompileCode,77165
timer-event-start,V8.CompileCode,77177
code-creation,LazyCompile,12,77214,0x78e87f5673e,65,Console.log /home/yankun/workspace/rust/deno/target/debug/build/deno_cli-9ccdd875259e6c52/out/CLI_SNAPSHOT.js:1928:24,0x281636bd3788,~
code-source-info,0x78e87f5673e,5,74968,75134,C3O74968C6O74999C10O75004C22O75028C32O75074C40O75014C49O75105C57O75004C64O75133,,
timer-event-end,V8.CompileCode,77243
timer-event-start,V8.CompileCode,77264
code-creation,LazyCompile,12,77477,0x78e87f56ac6,809,stringifyArgs /home/yankun/workspace/rust/deno/target/debug/build/deno_cli-9ccdd875259e6c52/out/CLI_SNAPSHOT.js:1818:27,0x281636bd3360,~
code-source-info,0x78e87f56ac6,5,70213,74580,C0O70213C15O70258C16O70262C21O70283C24O70304C28O70327C32O70339C38O70388C41O70423C44O70451C47O70464C51O70471C54O70456C59O70438C60O70509C66O70509C75O70527C77O70523C82O70586C94O70586C101O70623C103O70629C108O70642C112O70633C126O70676C128O70729C140O70934C149O70985C158O71686C167O72216C176O72267C185O72554C194O72756C203O70833C210O70850C214O70854C219O70843C225O70894C227O71111C233O71115C238O71154C244O71229C260O71329C268O71404C274O71530C286O71559C288O71552C298O71543C306O71646C308O71822C314O71826C319O71865C325O71938C331O72064C343O72095C345O72088C351O72077C358O72176C360O72372C366O72392C370O72396C375O72407C380O72403C390O72425C397O72454C405O72462C409O72382C416O72514C418O72613C424O72613C438O72664C440O72676C445O72713C447O72905C449O73068C451O73128C453O73146C456O73140C461O73194C469O73211C474O73194C488O73267C490O73274C498O73307C500O73319C507O73371C509O73388C511O73384C516O73441C522O73441C536O73484C538O73496C543O70477C555O73567C556O73579C561O73604C567O73625C571O73673C575O73665C580O73716C586O73716C599O73798C603O73791C608O73782C609O73834C611O73838C616O73855C618O73862C626O73880C632O73929C634O73936C644O74068C648O74096C653O74092C663O74114C676O74143C684O74151C688O74075C698O74197C702O74221C711O74252C717O74285C721O74324C726O74363C730O74367C736O74367C743O74408C753O74408C762O74422C767O74458C785O74478C791O74458C799O74520C801O74538C806O74563C808O74574,,
timer-event-end,V8.CompileCode,77641
timer-event-start,V8.CompileCode,77738
code-creation,LazyCompile,12,77773,0x78e87f57446,50, file:///home/yankun/workspace/rust/deno/std/http/server.ts:329:27,0x78e87f42590,~
code-source-info,0x78e87f57446,12,12317,12462,C0O12317C1O12342C8O12342C15O12378C21O12387C27O12387C34O12378C39O12446C45O12446C49O12456,,
timer-event-end,V8.CompileCode,77800
timer-event-start,V8.CompileCode,77807
code-creation,LazyCompile,12,77834,0x78e87f575de,26,MuxAsyncIterator file:///home/yankun/workspace/rust/deno/std/util/async.ts:23:16,0x78e87f48e30,~
code-source-info,0x78e87f575de,17,833,935,C0O833C1O846C2O865C6O878C8O890C12O918C17O918C20O916C25O934,,
timer-event-end,V8.CompileCode,77860
timer-event-start,V8.CompileCode,77883
code-creation,LazyCompile,12,77926,0x78e87f577be,54,deferred file:///home/yankun/workspace/rust/deno/std/util/async.ts:9:25,0x78e87f48d28,~
code-source-info,0x78e87f577be,17,315,484,C8O315C9O328C10O328C12O357C25O357C32O443C37O457C47O457C53O482,,
timer-event-end,V8.CompileCode,77957
timer-event-start,V8.CompileCode,77969
code-creation,LazyCompile,12,77996,0x78e87f57956,29, file:///home/yankun/workspace/rust/deno/std/util/async.ts:11:33,0x78e87f576e8,~
code-source-info,0x78e87f57956,17,369,436,C0O369C1O400C9O412C15O421C21O408C28O435,,
timer-event-end,V8.CompileCode,78019
timer-event-start,V8.CompileCode,78062
code-creation,LazyCompile,12,78132,0x78e87f57bbe,562,acceptConnAndIterateHttpRequests file:///home/yankun/workspace/rust/deno/std/http/server.ts:319:44,0x78e87f42538,~
code-source-info,0x78e87f57bbe,12,11884,12290,C16O11884C25O11884C46O11884C56O11909C62O11930C71O12008C77O12017C83O12017C96O11997C124O12114C130O12123C136O12123C143O12114C148O12258C154O12258C248O12246C320O12246C370O12246C429O12246C556O12289C559O12289C561O12289,,
timer-event-end,V8.CompileCode,78174
timer-event-start,V8.CompileCode,78193
code-creation,LazyCompile,12,78219,0x78e87f57f36,24,add file:///home/yankun/workspace/rust/deno/std/util/async.ts:28:8,0x78e87f48e88,~
code-source-info,0x78e87f57f36,17,943,1032,C0O943C1O964C7O971C11O999C17O999C23O1031,,
